input_real_0,input_real_1,input_real_2,input_real_3,input_real_4,input_real_5,input_real_6,input_real_7,input_imag_0,input_imag_1,input_imag_2,input_imag_3,input_imag_4,input_imag_5,input_imag_6,input_imag_7,output_real_0,output_real_1,output_real_2,output_real_3,output_real_4,output_real_5,output_real_6,output_real_7,output_imag_0,output_imag_1,output_imag_2,output_imag_3,output_imag_4,output_imag_5,output_imag_6,output_imag_7
1.0,2.83276944882399e-16,-1.0,-1.0718754395722282e-15,1.0,1.1943401194869635e-15,-1.0,-2.2049832191018243e-15,0.0,1.0,5.66553889764798e-16,-1.0,-1.133107779529596e-15,1.0,2.1437508791444563e-15,-1.0,-1.982938614176793e-15,-3.663277496302428e-15,8.0,4.5171287836458945e-15,6.044994295480999e-15,-5.115525303628846e-15,0.0,-3.2454745134164815e-15,1.7763568394002505e-15,7.72309765083387e-16,-1.2878587085651816e-14,3.991956536496339e-15,3.617966471454129e-15,4.8463521542211e-18,1.0644535148162786e-15,5.222894567892463e-15
0.979814838270734,-0.1999071852247766,-0.9798148382707362,0.1999071852247939,0.9798148382707327,-0.19990718522478332,-0.9798148382707349,0.19990718522477277,0.19990718522478187,0.9798148382707351,-0.19990718522477133,-0.9798148382707316,0.19990718522478862,0.9798148382707338,-0.19990718522477804,-0.9798148382707359,2.3037127760972e-15,1.1568199079167175e-15,7.838518706165876,9.700268024692517e-15,-7.424846412915993e-15,9.715532656808665e-15,1.7763568394002505e-15,-2.3667459250445107e-14,2.2648549702353193e-14,-2.7384917999171958e-14,1.5992574817982423,-2.2536480418323135e-14,2.277136676553498e-14,1.4070938318317727e-14,-6.661338147750939e-15,1.2351120096697085e-14
0.9200742345910095,-0.39174405272034973,-0.9200742345910137,0.3917440527203398,0.9200742345910179,-0.39174405272032986,-0.9200742345909999,0.39174405272037227,0.3917440527203547,0.9200742345910116,-0.39174405272034474,-0.9200742345910158,0.39174405272033486,0.92007423459102,-0.3917440527203772,-0.920074234591002,4.629630012686903e-14,1.6918717805588448e-14,7.360593876728092,-6.506882941552446e-14,-1.5459824362895165e-14,2.6898452207996735e-14,-8.43769498715119e-15,-2.1062373963366706e-14,-1.865174681370263e-14,7.417982416729159e-14,3.133952421762799,4.2629816671722204e-14,-4.246265083680005e-14,-1.0245309848564236e-14,2.020605904817785e-14,-2.4868289634603148e-14
0.8231899364549363,-0.5677660860947631,-0.8231899364549424,0.5677660860947543,0.8231899364549485,-0.5677660860947454,-0.8231899364549546,0.5677660860947366,0.5677660860947208,0.8231899364549071,-0.5677660860947119,-0.8231899364549132,0.567766086094703,0.8231899364549193,-0.5677660860946941,-0.8231899364549254,-2.986499936241671e-14,-5.5431293421016805e-14,6.585519491639451,3.022614870447739e-14,8.045450522764433e-15,-8.291895182335978e-15,1.163513729807164e-13,-2.4635759706459855e-14,5.773159728050814e-15,-1.2315239067673746e-14,4.542128688757826,5.0235989452748067e-14,3.426159505728021e-14,1.8792917032284928e-14,-1.6919798895287386e-13,1.4194938413165044e-14
0.693073194316464,-0.7208672189245565,-0.6930731943164717,0.720867218924549,0.6930731943164795,-0.7208672189245415,-0.6930731943164873,0.7208672189245341,0.7208672189245208,0.6930731943164269,-0.7208672189245133,-0.6930731943164347,0.7208672189245059,0.6930731943164424,-0.7208672189244983,-0.6930731943164502,-3.0531133177191805e-14,-5.206115416322291e-14,5.544585554531659,1.942304239189224e-14,8.123548081343633e-16,-1.1795184292363726e-14,1.4832579608992091e-13,-2.6865643041568267e-14,-6.661338147750939e-16,-2.2891581319048605e-14,5.766937751396217,5.567673310682846e-14,3.5206642990330245e-14,1.656149402909072e-14,-1.4299672557172016e-13,8.663744459116898e-15
0.5349768631430216,-0.8448667089557377,-0.5349768631430307,0.8448667089557319,0.5349768631430398,-0.8448667089557261,-0.5349768631430489,0.8448667089557205,0.8448667089557101,0.5349768631429781,-0.8448667089557044,-0.5349768631429873,0.8448667089556987,0.5349768631429964,-0.8448667089556929,-0.5349768631430055,-2.964295475749168e-14,-4.6017085819936714e-14,4.279814905144113,7.513141982979417e-15,-6.3694056679697555e-15,-1.4696497127285606e-14,1.7319479184152442e-13,-2.8047531807688242e-14,-6.772360450213455e-15,-3.289722911705169e-14,6.758933671645719,5.846270904717739e-14,3.474169375280283e-14,1.405441974119892e-14,-1.0969003483296547e-13,3.1804118518006496e-15
0.3552833429613642,-0.9347586566671401,-0.355283342961268,0.9347586566671767,0.35528334296138436,-0.9347586566671324,-0.35528334296128816,0.9347586566671691,0.9347586566671622,0.3552833429614224,-0.9347586566671988,-0.3552833429613262,0.9347586566671545,0.35528334296144254,-0.9347586566671912,-0.35528334296134634,2.6567636979279996e-13,-3.867910055227227e-14,2.842266743690846,-3.885239770201964e-15,1.1865564666762064e-13,-1.755112568765995e-14,-2.3314683517128287e-13,-2.8192513349515508e-14,1.192379528447418e-13,-4.173050763125822e-14,7.478069253337324,5.871649926163556e-14,-2.6090638685757736e-13,1.1059514330336414e-14,8.837375276016246e-14,-2.5226808112902357e-15
0.16124691930522828,-0.9869140950531375,-0.16124691930512672,0.9869140950531541,0.16124691930524954,-0.9869140950531341,-0.16124691930514798,0.9869140950531506,0.9869140950531475,0.1612469193052897,-0.9869140950531642,-0.16124691930518814,0.9869140950531441,0.16124691930531096,-0.9869140950531607,-0.1612469193052094,2.361444373377708e-13,-2.939365591013678e-14,1.2899753544417552,-1.5585032611990138e-14,1.6853762611855054e-13,-1.911798357918554e-14,-2.4580337765200966e-13,-2.6994100634365527e-14,1.6997514507011147e-13,-4.857969459096039e-14,7.895312760425192,5.684547087102078e-14,-2.316782136179595e-13,7.072781804828137e-15,3.952393967665557e-14,-8.013570346473881e-15
-0.039299094639946026,-0.9992274921960892,0.03929909464004885,0.9992274921960851,-0.03929909463992448,-0.99922749219609,0.03929909464002731,0.999227492196086,0.9992274921960868,-0.03929909463988384,-0.9992274921960826,0.03929909463998667,0.9992274921960875,-0.039299094639862295,-0.9992274921960835,0.03929909463996512,1.9761969838327786e-13,-1.9111125997199082e-14,-0.3143927571196403,-2.6502726184794484e-14,2.1148323361939419e-13,-2.0327455239253335e-14,-2.489120021209601e-13,-2.4935991851179183e-14,2.1389140458794031e-13,-5.338876004094916e-14,7.9938199375686905,5.2808085726525516e-14,-1.932648616228928e-13,3.183455725443943e-15,-9.769962616701378e-15,-1.3436657606166406e-14
-0.2382585914231004,-0.971201752270407,0.23825859142320036,0.9712017522703824,-0.23825859142307948,-0.971201752270412,0.2382585914231794,0.9712017522703875,0.9712017522703921,-0.23825859142303996,-0.9712017522703676,0.2382585914231399,0.9712017522703973,-0.23825859142301903,-0.9712017522703728,0.23825859142311898,1.5076828674409626e-13,-8.16534694427397e-15,-1.9060687313848734,-3.6536319917508444e-14,2.457527767381197e-13,-2.0728958011306243e-14,-2.4202861936828413e-13,-2.1690440577253672e-14,2.4877322424288195e-13,-5.641142175056638e-14,7.76961401816312,4.6082550226617485e-14,-1.4732318268537608e-13,-1.109493062349541e-15,-5.861977570020827e-14,-1.8167194182410526e-14
